文书标题,公示日期,详情url,决定书文号,被处罚个人姓名,被处罚个人单位,被处罚机构名称,机构负责人,案由,处罚依据,处罚内容,做出处罚机构的名称,处罚日期
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/5187E1859A8C46BD831F88881A50BADC.html,渝银监发〔2005〕79号, ,null,中国银行股份有限公司重庆铜梁支行,王恒辉,违规办理教育储蓄业务,"1.《教育储蓄管理办法》第六条、第七条、第十条；
2.《储蓄管理条例》第三十四条。",罚款人民币2万元,重庆银监局,2005-11-15
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/E62818C8D3D24CA3A8EA476ED3FAC753.html,渝银监发〔2005〕78号, ,null,中国农业银行铜梁县支行,石大明,违规办理教育储蓄业务,"1.《教育储蓄管理办法》第七条、第十条；
2.《储蓄管理条例》第三十四条。","罚款人民币5,000元",重庆银监局,2005-11-15
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/CD379AA1D281425FBA6F1153AE10F998.html,渝银监发〔2005〕77号, ,null,中国农业银行璧山县支行,张伟,违规办理银行承兑汇票贴现,"1.《中华人民共和国票据法》第十条；
2.《商业汇票承兑、贴现与再贴现管理暂行办法》第十八条、第十九条；
3.《金融违法行为处罚办法》第十四条。","没收违法所得8,700元人民币，并处违法所得3倍的罚款。",重庆银监局,2005-11-15
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/901ABACC14EE461EB7192198F0D877A0.html,渝银监发〔2005〕38号, ,null,重庆国际信托投资有限公司,何玉柏,"1.向关系人发放信用贷款；
2.违规将拆借资金存放在证券保证金账户；
3.对个别信托未按照规定在银行分别开设单独的银行账户。","1.《金融违法行为处罚办法》第十六条、第十七条、第二十八条；
2.《同业拆借管理试行办法》第五条；
3.《信托投资公司资金信托计划管理暂行办法》第十四条。","1.对向关系人发放信用贷款的行为没收违法所得9.7055万元人民币，并处违法所得1倍的罚款；
2.对违规将拆借资金存放在证券保证金账户的行为处以罚款人民币20万元；
3.对个别信托未按照规定在银行分别开设单独的银行账户的行为处以罚款人民币10万元。",重庆银监局,2005-6-24
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/D560BF16850B4BA2963E2B8FFCFEF381.html,渝银监发〔2005〕28号,刘登权,null, , ,"对私设“小金库”等违规行为负有直
接领导责任","1.《金融违法行为处罚办法》第十一条、第十二条；
2.《中华人民共和国银行业监督管理法》第四十七条。",取消金融机构高级管理人员任职资格1年,重庆银监局,2005-5-11
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/E55CF6156F964722BA92789BFEE660A8.html,渝银监发〔2005〕16号,盛清海,null, , ,对违规向证券公司提供资金并形成严重风险等行为负有直接领导责任,"1.《金融违法行为处罚办法》第十二条、第十八条；
2.《中华人民共和国银行业监督管理法》第四十七条。",取消金融机构高级管理人员任职资格8年,重庆银监局,2005-3-10
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/664E538C13664D6095CF0B5CAEFE0735.html,渝银监发〔2005〕15号,梁德仁,null, , ,对违规向证券公司提供资金并形成严重风险等行为负有直接领导责任,"1.《金融违法行为处罚办法》第十二条、第十八条；
2.《中华人民共和国银行业监督管理法》第四十七条。",取消金融机构高级管理人员任职资格5年,重庆银监局,2005-3-10
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/6312F966CA08476D905927D8F8D5FD05.html,渝银监发〔2005〕12号, ,null,中国建设银行股份有限公司重庆观音桥支行,李年,未经许可将某储蓄所账务并入另一储蓄所，同时撤销账务被并入的储蓄所。,"1.《金融违法行为处罚办法》第五条；
2.《中华人民共和国行政处罚法》第二十七条。",罚款人民币1万元,重庆银监局,2005-2-22
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/0D7E39C3E41F4FB8AD24F0078E52CEE7.html,渝银监发[2004]108号, ,null,交通银行重庆分行,郭莽,违规办理无真实贸易背景的票据承兑贴现业务,"1.《中华人民共和国票据法》第十条；
2.《商业汇票承兑、贴现与再贴现管理暂行办法》第十八条；
3.《金融违法行为处罚办法》第十四条；
4.《中华人民共和国行政处罚法》第二十七条。",罚款人民币75万元,重庆银监局,2004-12-30
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/A205580E17DB4CB098C50A748E9DC1AC.html,渝银监发[2004]98号, ,null,中国农业银行重庆市沙坪坝支行,黄勇,违规办理无真实贸易关系的票据承兑贴现业务,"1.《中华人民共和国票据法》第十条；
2.《票据管理实施办法》第十条；
3.《金融违法行为处罚办法》第十四条；
4.《中华人民共和国行政处罚法》第二十七条。",罚款人民币6万元,重庆银监局,2004-12-7
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/44632B4114344AE08D2E6A9D3D599941.html,渝银监发[2004]80号, ,null,中国农业银行重庆市北碚支行,毛一平,违规办理票据贴现,"1.《中华人民共和国票据法》第十条；
2.《票据管理实施办法》第十条；
3.《金融违法行为处罚办法》第十四条。","没收违法所得21,723.26元人民币，并处以一倍罚款",重庆银监局,2004-9-30
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/1CD8B52BD1CB4D19900642F3FB93B28E.html,渝银监发[2004]79号, ,null,中国农业银行重庆市渝北支行,李晓忠,违规办理票据贴现,"1.《中华人民共和国票据法》第十条；
2.《票据管理实施办法》第十条；
3.《金融违法行为处罚办法》第十四条；
4.《中华人民共和国行政处罚法》第二十七条。",罚款人民币0.4万元,重庆银监局,2004-9-30
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/302C6E417189472E90DEC172A698710C.html,渝银监发[2004]78号, ,null,中国农业银行重庆市江北支行,吴长林,违规办理票据贴现,"1.《中华人民共和国票据法》第十条；
2.《票据管理实施办法》第十条；
3.《金融违法行为处罚办法》第十四条；
4.《中华人民共和国行政处罚法》第二十七条。",罚款人民币3.1万元,重庆银监局,2004-9-30
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/A6C5D069296D4E43A858367614612285.html,渝银监发[2004]39号, ,null,中国银行重庆巴南支行,黄绍琪,"1.违规办理贴现业务；
2.违规办理承兑业务。","1.《中华人民共和国票据法》第十条；
2.《金融违法行为处罚办法》第十四条。","1.没收贴现利息收入12,386.95元，
并处以1倍罚款12,386.95元；
2.没收承兑手续费收入50元，并处以1倍罚款50元。",重庆银监局,2004-5-24
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/63E311FEB18245E88221D8A0FB0FBCB2.html,渝银监发[2004]36号, ,null,重庆市商业银行,汪崇义,下属支行违规办理高息揽存业务,"1.《金融违法行为处罚办法》第十五条；
2.《金融机构高级管理人员任职资格管理办法》第二十八条；
3.《中华人民共和国行政处罚法》第二十七条。","1.对渝北支行警告，并处罚款5万元；
2.对渝北支行行长张小亚取消金融机构高级管理人员任职资格两年。",重庆银监局,2004-5-25
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/3C56491B3C1C4339889327EA85462091.html,渝银监发[2004]30号, ,null,中国农业银行重庆市分行,厉国民,"1.转贴现不符合有关制度规定；
2.违规办理票据贴现；
3.签发银行汇票审查不严。","1.《中华人民共和国票据法》和《票据管理实施办法》第十条；
2.《商业汇票承兑、贴现与再贴现管理暂行办法》第三条、第十八条；
3.《金融违法行为处罚办法》第十四条；
4.《中华人民共和国行政处罚法》第二十七条。",没收违法所得15万元人民币,重庆银监局,2004-4-19
重庆银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/3921D3E9222545068E8AC9A1E4FA5748.html,渝银监发[2004]5号, ,null,中国银行重庆市分行,高建英,"1.违规办理贴现业务；
2.违规发放个人住房贷款。",《金融违法行为处罚办法》第十四条、第十六条。,"1.对违规办理贴现业务没收贴现利息收入2,754元人民币，并处罚款人民币8,262元；
2.对违规发放个人住房贷款没收被检查期内利息收入27,543元人民币，并处罚款人民币27,543元。",重庆银监局,2004-2-5
中国银行业监督管理委员会四川监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/C7017C82885745E3A6AD1A45EBD37724.html,川银监罚字(2010)10号, ,null,浙商银行成都分行双流支行,谷磊,办理无真实贸易背景的银行承兑汇票贴现，严重违反审慎经营规则。,《中华人民共和国银行业监督管理法》第四十六条,处以人民币20万元的罚款。,中国银行业监督管理委员会四川监管局,2010-3-2
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/1C455E244132428A969D197576422813.html,黔银监罚[2015]69号,刘刚,null,贵州银行股份有限公司,肖瑞彦,该行存在贵银产业链金融业务和票据业务不审慎、购销通业务严重违反审慎经营原则，商票保贴形成垫款，掩饰不良资产等违法违规行为，刘刚在领导、管理和业务推动中负有直接责任,《中华人民共和国银行业监督管理法》第四十八条,罚款人民币十万元,贵州银监局,2015-10-14
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/AA652000E2CE484EB4F59FD79F0FD349.html,黔银监罚[2015]70号,张旗,null,贵州银行股份有限公司,肖瑞彦,该行存在贵银产业链金融业务和票据业务不审慎、购销通业务严重违反审慎经营原则，商票保贴形成垫款，掩饰不良资产等违法违规行为，张旗在领导、管理和业务推动中负有直接责任,《中华人民共和国银行业监督管理法》第四十八条,罚款人民币十万元,贵州银监局,2015-10-14
中国银行业监督管理委员会四川监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/05443C2668D5434F9C3424812CC60797.html,川银监罚字(2010)5号, ,null,招商银行股份有限公司成都人民中路支行,黄世强,办理银行承兑汇票业务未对贸易背景真实性进行审核，未核实增值税发票原件，严重违反审慎经营规则。,依据《中华人民共和国银行业监督管理法》第四十六条,处以人民币20万元的罚款。,中国银行业监督管理委员会四川监管局,2010-3-2
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/038753725F60474BA8718AC48AEC9962.html,黔银监罚[2015]71号,吴彦,null,贵州银行股份有限公司,肖瑞彦,该行存在贵银产业链金融业务和票据业务不审慎、购销通业务严重违反审慎经营原则，商票保贴形成垫款，掩饰不良资产等违法违规行为，吴彦在领导、管理和业务推动中负有直接责任,《中华人民共和国银行业监督管理法》第四十八条,罚款人民币十万元,贵州银监局,2015-10-14
中国银行业监督管理委员会四川监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/A3ADD4863E1D48DA9BAB3D46350076EC.html,川银监罚字[2008]4号,赵峰,null, , ,任新南路支行行长助理期间，对该行违规办理授信业务和贷款发放，严重违反审慎经营规则负有领导责任。,《中华人民共和国银行业监督管理法》第四十八条,处以人民币5万元的罚款。,中国银行业监督管理委员会四川监管局,2008-8-4
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/B49C629A6BFD47B6A0C70D29A0BD1F63.html,黔银监罚决字[2016]4号,胡腾,null,贵州兴义农村商业银行股份有限公司,周志刚,直接参与异地票据业务执行，未有效带领经营层合规开展票据业务，对贵州兴义农村商业银行违规办理票据业务负直接领导责任,《中华人民共和国银行业监督管理法》第四十八条,处以警告并罚款人民币五万元,贵州银监局,2016-6-12
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/E3CB5D92E5DA4EECB50FBCB429DD0C27.html,黔银监罚决字[2016]3号, ,null,清镇兴邦村镇银行有限责任公司,郭占琴,任免高管未经任职资格许可,《中华人民共和国银行业监督管理法》第四十六条,处以罚款人民币二十万元,贵州银监局,2016-6-12
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/29BF7CB91C35426E8812C09A898EB5A5.html,黔银监罚决字[2016]2号,周志刚,null,贵州兴义农村商业银行股份有限公司,周志刚,直接参与异地票据业务决策，未有效督促经营层合规经营，对贵州兴义农村商业银行违规办理票据业务负主要领导责任,《中华人民共和国银行业监督管理法》第四十八条,处以警告,贵州银监局,2016-6-12
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/98039F1A9364497F8F14726D1B5DB989.html,黔银监罚决字[2016]1号, ,null,贵州兴义农村商业银行股份有限公司,周志刚,票据业务“三查”不力，签发无真实贸易背景银行承兑汇票；派员异地办理票据贴现；乱用会计科目核算，不真实反映票据业务,《中华人民共和国银行业监督管理法》第四十六条,合并处以罚款人民币一百二十万元,贵州银监局,2016-6-12
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/15915F96043E474BB516BBE65DA65907.html,黔银监罚[2015]68号, ,null,中国工商银行贵州省分行,黄力,该行在同业新规实施前，为买入返售和同业投资提供显性或隐性担保，未在资产负债表内或表外反映，且在同业新规执行情况专项检查中未向监管部门报告，涉及业务共计22项,《中华人民共和国银行业监督管理法》第四十六条,共计罚款人民币四百四十万元,贵州银监局,2015-10-8
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/690654CC600340ED9B1C70D98E416404.html,闽银监罚〔2011〕15号,——,null,中国邮政储蓄银行有限责任公司福建省分行,董志宏,贷款“三查”不落实，发放的个人信贷资金违规流入股市；部分个人存款未落实实名制。,《中华人民共和国商业银行法》第三十五条；《中国银行业监督管理委员会关于进一步防范银行业金融机构与证券公司业务往来相关风险的通知》第四条、第五条；《个人存款账户实名制规定》第七条、第九条；《中华人民共和国银行业监督管理法》第二十一条、第四十六条第五项。,警告，并处罚款合计30.5万元,中国银监会福建监管局,2011-12-1
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/10AECAAB62604692A007FB35ECA1797A.html,黔银监罚[2015]67号, ,null,贵州银行股份有限公司,肖瑞彦,以不正当手段吸存，虚增存贷规模，部分合同未按约定用途使用；单一客户贷款余额超比例；关联交易管理混乱；项目资本金不到位、四证不齐；贵银产业链金融业务和票据业务不审慎；购销通业务严重违反审慎经营原则，商票保贴形成垫款，掩饰不良资产；同业业务制度缺失，绕规模变相发放贷款、向合作方提供信用担保，未按规定准确计量风险并计提相应资本与拨备；高管任职未经监管部门任职资格许可,《中华人民共和国银行业监督管理法》第四十六条,共计罚款人民币三百万元,贵州银监局,2015-9-29
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/86B3D6BAAE2C445BB7B30DAEF36CB2CE.html,闽银监罚〔2011〕12号,——,null,华夏银行股份有限公司福州分行,林道生,员工贷款管理不力被挪用于股市、购买基金；违规办理银行承兑汇票业务。,《贷款通则》第三十一条、银监会《关于进一步防范银行业金融机构与证券公司业务往来相关风险的通知》、《中华人民共和国票据法》第十条、《商业汇票承兑、贴现与再贴现管理暂行办法》第三条、《中华人民共和国银行业监督管理法》第四十六条第五项、《金融违法行为处罚办法》第十四条。,警告，罚没款项累计23万元,中国银监会福建监管局,2011-1-30
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/FB9048FE9799460DBA5E14336272C454.html,黔银监罚[2015]66号, ,null,中国银行贵州省分行,贾天兵,违规为买入返售和同业投资提供显性或隐性担保，未在资产负债表内或表外反映，涉及业务共计6项,《中华人民共和国银行业监督管理法》第四十六条,共计罚款人民币一百二十万元,贵州银监局,2015-10-8
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/76C070DBC670439F9532C206435693C5.html,闽银监罚〔2011〕11号,陈生潝,null,——,——,漳平联社新桥信用社存在“逐月下达的存款月末时点考核任务、空存空取”等违法违规行为，时任主任陈生潝对机构上述不审慎经营行为负直接责任。,《中华人民共和国商业银行法》第五十五条、《中华人民共和国银行业监督管理法》第四十八条第三款、《农村信用社会计基本制度》第十三条。,取消金融机构高级管理人员任职资格1年。,中国银监会福建监管局,2011-1-30
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/FDD01BB0DA01497D80EDDBFF9BDA94ED.html,"  京银监发〔2016〕16号
 ",——,null,中国民生银行,洪崎,"  当事人业务续做不审慎；未对交易背景进行认真审查；管理缺位导致对应车辆完全脱离监控。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款50万元的行政处罚。,北京银监局,2016-2-19
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/82BD52CC4CAE4FFA95C3568D55CB9B6C.html,黔银监罚[2015]65号, ,null,交通银行贵州省分行,王毅峰,严重违反审慎经营原则，办理无真实贸易背景的银行承兑汇票,《中华人民共和国银行业监督管理法》第四十六条,处以人民币四十万元罚款,贵州银监局,2015-10-8
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/644F72B13203422997DAE55FE912CDE6.html,"  京银监发〔2016〕15号
 ",车一鸣,null,——,——,"  当事人作为贷款业务的上门核印人员，在未做调查核实的情况下在虚假的进账单复印件上加盖“原件相符”印章，并进行了签字确认，使得不满足授信审批要求的贷款得以发放。
 ","  《中华人民共和国银行业监督管理法》第四十八条规定：“银行业金融机构违反法律、行政法规以及国家有关银行业监督管理规定的，银行业监督管理机构除依照本法第四十四条至第四十七条规定处罚外，还可以区别不同情形，采取下列措施：……（二）银行业金融机构尚不构成犯罪的，对直接负责的董事、高级管理人员和其他直接责任人员给予警告，处五万元以上五十万元以下罚款”。
 ",给予当事人警告的行政处罚。,北京银监局,2016-2-19
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/55FEE65569CC4E75B11B44E4E4CBE426.html,闽银监罚〔2011〕10号,杨德华,null,——,——,漳平联社存在业务数据不真实、授信管理严重不审慎、内部控制较为混乱等违法违规行为，时任副主任杨德华对机构上述严重违反审慎经营规则的行为负有领导责任。,《中华人民共和国商业银行法》第五十五条；《中华人民共和国银行业监督管理法》第二十一条、四十三条、四十八条；《贷款通则》第十六条、二十七条、二十八条、三十一条；《个人存款实名制规定》第六条；《商业银行内部控制指引》第七十七条；《农村合作金融机构信贷资产风险分类指引》；《中国银监会办公厅关于进一步加强信贷管理的通知》；《银监会办公厅关于深入推进农村合作金融机构案件专项治理工作的通知》。,警告，并处罚款5万元。,中国银监会福建监管局,2011-1-30
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/538CBFFB11D4407DA407D7D1502AD829.html,"  京银监发〔2016〕5号
 ",——,null,中国民生银行北京中关村支行,胡杰,"  当事人贷前尽职调查和贷款审查失职，贷后管理不到位，贷款资金被挪用。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款50万元的行政处罚。,北京银监局,2016-1-19
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/EC93AC0253FB4B33ACAEC8A3B206EDE5.html,闽银监罚〔2011〕9号,周秀丽,null,——,——,漳平联社存在业务数据不真实、授信管理严重不审慎、内部控制较为混乱等违法违规行为，时任监事长周秀丽对机构上述严重违反审慎经营规则的行为负有领导责任。,《中华人民共和国商业银行法》第五十五条；《中华人民共和国银行业监督管理法》第二十一条、四十三条、四十八条；《贷款通则》第十六条、二十七条、二十八条、三十一条；《个人存款实名制规定》第六条；《商业银行内部控制指引》第七十七条；《农村合作金融机构信贷资产风险分类指引》；《中国银监会办公厅关于进一步加强信贷管理的通知》；《银监会办公厅关于深入推进农村合作金融机构案件专项治理工作的通知》。,警告，并处罚款5万元。,中国银监会福建监管局,2011-1-30
贵州银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/A08AD64892F84C5196F8F42583CEC5F9.html,黔银监罚[2015]64号, ,null,中国建设银行贵州省分行,李果,理财业务运作不合规，存在发行新的理财产品兑付到期理财产品和归还贷款、以贷款承接到期理财产品的情况,《中华人民共和国银行业监督管理法》第四十六条,共计罚款人民币四十万元,贵州银监局,2015-10-8
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/FD6DDC87D4C64620B94329F558F40D3F.html,"  京银监发〔2015〕236号
 ",张树申,null,——,——,"  当事人未按照授信审批要求对质押资金来源进行认真的尽职调查，使得不满足授信审批要求的贷款得以发放。
 ","  《中华人民共和国银行业监督管理法》第四十八条规定：“银行业金融机构违反法律、行政法规以及国家有关银行业监督管理规定的，银行业监督管理机构除依照本法第四十四条至第四十七条规定处罚外，还可以区别不同情形，采取下列措施：……（二）银行业金融机构尚不构成犯罪的，对直接负责的董事、高级管理人员和其他直接责任人员给予警告，处五万元以上五十万元以下罚款”。
 ",给予当事人警告的行政处罚。,北京银监局,2015-12-17
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/CF52511026A84227995AA3996EAF0D50.html,闽银监罚〔2011〕8号,杨文灶,null,——,——,漳平联社灵地信用社存在“逐月下达的存款月末时点考核任务、空存空取”等违法违规行为，时任主任杨文灶对机构上述不审慎经营行为负直接责任。,《中华人民共和国商业银行法》第五十五条、《中华人民共和国银行业监督管理法》第四十八条第三款、《农村信用社会计基本制度》第十三条。,取消金融机构高级管理人员任职资格1年。,中国银监会福建监管局,2011-1-30
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/EB7EC142D94E45E693D48D170600C62C.html,"  京银监发〔2015〕235号
 ",——,null,上海银行北京分行,陈立平,"  当事人对贷款贸易背景的审核不尽职：交易合同审核流于形式、未进行实地调查、未通过审核项目施工许可证来验证贷款用途真实性、个别新增贷款仍存在交易背景审核不力问题；贷款发放未落实总行授信审批要求；贷后管理缺位：未及时、足额收集发票等信贷资金使用凭证、信贷资金流向监控不到位。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万以上五十万以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款40万元的行政处罚。,北京银监局,2015-12-17
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/DC5766BDD690478BA584F1F21EA2F2D6.html,闽银监罚〔2011〕7号,杨子湘,null,——,——,漳平联社存在业务数据不真实、授信管理严重不审慎、内部控制较为混乱等违法违规行为，时任理事长杨子湘对机构上述严重违反审慎经营规则的行为负有领导责任。,《中华人民共和国商业银行法》第五十五条；《中华人民共和国银行业监督管理法》第二十一条、第四十三条、第四十八条；《贷款通则》第十六条、二十七条、二十八条、三十一条；《个人存款实名制规定》第六条；《商业银行内部控制指引》第七十七条；《农村合作金融机构信贷资产风险分类指引》；《中国银监会办公厅关于进一步加强信贷管理的通知》；《银监会办公厅关于深入推进农村合作金融机构案件专项治理工作的通知》。,警告，并处罚款5万元,中国银监会福建监管局,2011-1-30
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/F1A5E188A84C42B68D7116F75C6E392B.html,"  京银监发〔2015〕234号
 ",——,null,上海银行北京复兴门支行,张树申,"    当事人未按照授信审批要求对质押资金来源进行认真的尽职调查，使得不满足授信审批要求的贷款得以发放。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……”。
 ",给予当事人罚款50万元的行政处罚。,北京银监局,2015-12-17
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/5BE8BC2C0D574D978EF23B27B0F28E28.html,"  京银监发〔2015〕231号
 ",——,null,北京农商银行怀柔支行,郑雁飙,"  当事人贷前调查不到位，未能如实反映客户偿还能力和还款来源等情况；未对重点岗位员工实施有效监控，未发现并防范员工异常行为；对员工管理不到位。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……。”
 ",给予当事人罚款50万元的行政处罚。,北京银监局,2015-12-15
中国银监会福建监管局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/980C4623DC424D3AAD5C1BF702F4A980.html,闽银监罚〔2011〕6号,——,null,漳平市农村信用合作联社,张能龙,虚增存贷款、贷款五级分类不真实、涉农贷款业务数据和利润不真实；贷款管理不到位，贷款三查不落实，未落实受托支付要求；大额转账和现金支取要求不落实等。,"《中华人民共和国商业银行法》第五十五条；《贷款通则》第十六条、第二十七条、第二十八条、第三十一条；《中国银监会办公厅关于进一步加强信贷管理的通知》．《农村合作金融机构信贷资产风险分类指引》、
《涉农贷款专项统计制度》、《银监会办公厅关于深入推进农村合作金融机构案件专项治理工作的通知》、《农村信用社会计基本制度》第十三条；《中国银行业监督管理委员会关于加大防范操作风险工作力度的通知》第十二条；《商业银行内部控制指引》第七十七条；《个人存款实名制规定》第六条；《银行业金融机构从业人员职业操守指引》第十条；《中华人民共和国银行业监督管理法》第二十一条、第四十三条、第四十八条。",罚款35万元,中国银监会福建监管局,2011-1-30
北京银监局行政处罚信息公开表,2016-06-30,http://www.cbrc.gov.cn/chinese/home/docView/55C9E5EE4AF74FBA960925C2B1193B47.html,"  京银监发〔2015〕230号
 ",——,null,北京农商银行房山支行,张秀杰,"  当事人对员工管理不到位，未对重点岗位实施有效监控，未对异常交易账户进行持续监控和跟踪分析，未对交易异常账户及时采取风险防范措施，未能及时监测、识别和防范个别员工的涉嫌违法行为。
 ","  《中华人民共和国银行业监督管理法》第四十六条规定：“银行业金融机构有下列情形之一，由国务院银行业监督管理机构责令改正，并处二十万元以上五十万元以下罚款；情节特别严重或者逾期不改正的，可以责令停业整顿或者吊销其经营许可证；构成犯罪的，依法追究刑事责任：……（五）严重违反审慎经营规则的；……。”
 ",给予当事人罚款50万元的行政处罚。,北京银监局,2015-12-15
